,Actual,Prediticion
2089,750000.0,[414669.9375]
18283,425000.0,
13541,785000.0,
1125,302000.0,[458201.5]
5074,435000.0,[274715.375]
4457,725000.0,[277216.59375]
18006,305000.0,
19444,872500.0,
4004,282500.0,[426578.375]
9068,255000.0,
2905,430000.0,[471113.15625]
9549,275000.0,
16311,445000.0,
7793,358000.0,
1146,510000.0,[560535.1875]
10990,425000.0,
21575,399950.0,
14172,460000.0,
546,782000.0,[412330.25]
17730,515000.0,
19327,824000.0,
10436,312000.0,
13785,585000.0,
20150,459000.0,
16520,1180500.0,
15374,340000.0,
1783,443000.0,[426760.1875]
12520,710000.0,
2913,738000.0,[871887.9375]
13473,257000.0,
19964,711000.0,
20216,1029280.0,
406,450000.0,[680892.6875]
6485,710000.0,
2668,1380000.0,[933751.25]
8326,615000.0,
1341,960000.0,[454803.53125]
9651,479950.0,
457,705000.0,[217714.828125]
5185,243500.0,[375721.40625]
8275,219900.0,
17277,220000.0,
16986,650000.0,
9257,275000.0,
1673,285000.0,[422871.75]
15410,839000.0,
19751,809000.0,
5811,720168.0,[453506.03125]
18753,505000.0,
16505,395000.0,
11856,154500.0,
13077,385000.0,
1225,365000.0,[364825.875]
15504,273500.0,
8926,348000.0,
3022,279000.0,[417001.3125]
20384,394000.0,
19362,780000.0,
8450,425000.0,
17424,281700.0,
12106,257500.0,
7989,3400000.0,
14626,229000.0,
676,280000.0,[328492.5]
13089,365000.0,
4974,825000.0,[641194.3125]
14132,810000.0,
5294,335000.0,[882548.125]
6310,310650.0,[214458.15625]
9069,565000.0,
20787,483453.0,
6095,713900.0,[448753.375]
16247,255000.0,
7583,379900.0,
5227,383000.0,[335472.4375]
160,255000.0,[338976.0625]
5003,699000.0,[736423.0625]
12208,115000.0,
9623,358000.0,
7469,319000.0,
9192,267100.0,
7356,849000.0,
11262,245700.0,
4585,369950.0,[507650.125]
21308,580000.0,
1063,399950.0,[361183.0]
20522,572000.0,
1904,1045000.0,[314351.59375]
7198,410000.0,
453,691100.0,[500239.46875]
7636,190000.0,
6419,327500.0,[612390.25]
16446,765000.0,
7647,542500.0,
9540,961000.0,
17564,600000.0,
7394,987500.0,
9937,397500.0,
12122,251000.0,
13275,550000.0,
140,665000.0,[377121.40625]
3770,415000.0,[681193.625]
16545,362000.0,
12857,240000.0,
18024,735000.0,
8197,500000.0,
541,280000.0,[598077.625]
6427,725000.0,[2018117.625]
19242,435000.0,
10202,530000.0,
6977,690000.0,
7329,485000.0,
3465,200000.0,[506255.8125]
1119,552500.0,[305746.125]
15425,466000.0,
7893,500000.0,
6375,435000.0,[461813.375]
12722,325000.0,
10557,445000.0,
5607,835000.0,[2583715.5]
5405,365000.0,[401112.3125]
16045,331000.0,
20038,455000.0,
15282,364500.0,
1378,279200.0,[241110.15625]
15872,596000.0,
5282,515000.0,[1115598.375]
2509,526000.0,[805427.9375]
6286,320000.0,[293495.875]
9654,760500.0,
15790,162500.0,
16864,300000.0,
18175,550000.0,
7480,320000.0,
16390,302300.0,
11818,700000.0,
5684,395300.0,[212096.703125]
7805,435000.0,
18733,229000.0,
17540,447500.0,
6172,650000.0,[547484.1875]
4913,278000.0,[210177.765625]
20660,315000.0,
385,799000.0,[403380.8125]
5574,241500.0,[310455.59375]
5270,620000.0,[572944.1875]
13719,650000.0,
13163,1250000.0,
13671,330000.0,
15489,680000.0,
18114,645000.0,
5333,195000.0,[471382.9375]
9355,325000.0,
17370,390000.0,
10823,370000.0,
8588,955000.0,
18926,640000.0,
19996,380000.0,
18585,530000.0,
9221,750000.0,
10161,449950.0,
15498,352900.0,
1275,363000.0,[333353.125]
159,320000.0,[517273.125]
15112,549950.0,
2618,1165000.0,[463127.75]
16632,851000.0,
11896,294400.0,
17170,630000.0,
6259,750000.0,[538565.8125]
12515,760250.0,
2641,1272000.0,[505970.0]
15617,640000.0,
15548,470000.0,
13988,1225000.0,
14525,105000.0,
10629,743000.0,
10079,965000.0,
21366,370000.0,
9175,1955000.0,
15389,757500.0,
15194,157500.0,
1559,720000.0,[612936.8125]
19225,199900.0,
6507,941000.0,
11091,306000.0,
13429,415000.0,
6912,885000.0,
7344,922000.0,
1084,675000.0,[2301930.5]
13329,248000.0,
13694,386500.0,
576,266000.0,[1240512.125]
20441,2998000.0,
14312,645000.0,
4997,233500.0,[513495.0625]
4952,452000.0,[789205.5625]
19495,257000.0,
18908,180000.0,
1893,915000.0,[408763.6875]
14252,572000.0,
2799,415000.0,[619581.5]
594,360000.0,[271789.46875]
3056,575000.0,[420140.28125]
20678,293000.0,
20653,405000.0,
2266,210000.0,[605048.6875]
9031,435000.0,
6680,535900.0,
14790,670000.0,
17142,1298000.0,
16833,465000.0,
16976,325000.0,
21249,494000.0,
13074,305000.0,
20403,160797.0,
10367,355000.0,
8996,970500.0,
14573,390000.0,
4110,350000.0,[372372.375]
9869,176000.0,
4684,413500.0,[1116828.625]
1221,330000.0,[195709.09375]
18986,200000.0,
16574,109500.0,
18337,765000.0,
5864,1727000.0,[474586.3125]
12399,359500.0,
5362,335000.0,[811682.3125]
13299,700000.0,
11286,278000.0,
4928,1050000.0,[694080.9375]
6003,435000.0,[310404.375]
18333,468000.0,
13303,246000.0,
4088,499500.0,[721000.6875]
14676,265000.0,
9929,640000.0,
9889,487000.0,
11488,1325000.0,
9580,244000.0,
11687,210000.0,
10424,109000.0,
20869,428000.0,
9890,128000.0,
3669,480000.0,[407873.84375]
5953,705000.0,[469901.34375]
18553,339000.0,
17196,425000.0,
402,352000.0,[782197.3125]
922,255000.0,[643632.1875]
3330,253000.0,[642463.0]
6659,659000.0,
12465,222900.0,
21089,359950.0,
20214,718000.0,
10308,329000.0,
20640,795000.0,
3250,240000.0,[424844.90625]
13779,375000.0,
6322,289000.0,[371777.875]
8803,699950.0,
21202,450800.0,
9963,319900.0,
2898,355000.0,[209000.0625]
2756,370000.0,[397977.0625]
12827,870000.0,
7496,565000.0,
14599,557000.0,
14434,760000.0,
20659,398096.0,
5779,265000.0,[497897.25]
13641,495000.0,
5060,460000.0,[357514.75]
20395,395000.0,
5980,685000.0,[597889.4375]
8760,540000.0,
1515,621138.0,[729477.75]
10203,245000.0,
7230,438000.0,
21436,255000.0,
8769,235000.0,
14576,589000.0,
291,630000.0,[671867.9375]
4852,199950.0,[893252.5]
4206,512500.0,[650105.25]
15681,1075000.0,
18534,490000.0,
11729,1580000.0,
964,630000.0,[346269.0625]
1827,360000.0,[434822.0625]
18978,485000.0,
3800,582500.0,[476834.28125]
14068,602500.0,
18418,618000.0,
3984,155000.0,[396160.4375]
1037,415000.0,[535013.875]
17553,665000.0,
7747,713250.0,
11230,725000.0,
15798,1295000.0,
9133,1400000.0,
3859,620000.0,[268174.4375]
19936,541000.0,
21035,605000.0,
15471,400000.0,
21410,695000.0,
7163,482500.0,
1618,549500.0,[361290.5]
5693,294010.0,[335097.375]
10884,210750.0,
3487,195000.0,[374593.65625]
19273,655000.0,
18434,780000.0,
7543,625000.0,
7506,2500000.0,
11344,544300.0,
1778,975000.0,[391545.8125]
16189,590000.0,
21088,498000.0,
11858,700000.0,
12575,583800.0,
16218,1490000.0,
8736,685000.0,
17916,675000.0,
4531,265000.0,[661851.1875]
12598,300000.0,
6052,730000.0,[862323.375]
12558,364000.0,
34,322500.0,[314398.59375]
5195,850000.0,[386993.21875]
552,451000.0,[447471.5625]
17705,605000.0,
4155,415000.0,[447768.25]
1620,208000.0,[377239.5625]
253,349500.0,[214334.59375]
6291,390000.0,[693808.8125]
18348,255950.0,
13665,449950.0,
1834,189650.0,[370593.25]
6782,398500.0,
2202,340000.0,[818017.3125]
16953,284000.0,
13383,227000.0,
17468,307000.0,
1105,550000.0,[381568.09375]
5400,375000.0,[680297.3125]
6171,352000.0,[396668.65625]
14775,655000.0,
9099,568000.0,
3702,385000.0,[1718391.375]
5099,1150000.0,[638763.6875]
15053,260000.0,
7875,354901.0,
21461,518000.0,
12113,279900.0,
20615,375000.0,
13515,215000.0,
7175,570000.0,
14074,562100.0,
8206,249000.0,
3845,615000.0,[459836.3125]
19939,325000.0,
14185,2225000.0,
3678,660000.0,[1291598.125]
10387,134000.0,
3902,270000.0,[170133.59375]
14024,315000.0,
1825,501000.0,[1110725.875]
1123,1200000.0,[545611.8125]
634,542000.0,[1765019.5]
17519,645500.0,
7032,261000.0,
3256,1208000.0,[499795.96875]
4912,549000.0,[238387.546875]
1703,617000.0,[665652.6875]
5915,575000.0,[262871.875]
4357,750000.0,[599744.9375]
8836,370000.0,
3082,740000.0,[237972.359375]
3312,296000.0,[284647.21875]
8199,525000.0,
13294,1688000.0,
16893,125000.0,
20140,554950.0,
11865,349900.0,
18712,306000.0,
2376,175000.0,[320298.21875]
9253,1680000.0,
17315,244000.0,
3581,680000.0,[443916.5625]
6194,350000.0,[252465.4375]
1543,860000.0,[228230.5625]
5096,961500.0,[472231.0625]
20554,416286.0,
9180,412000.0,
17066,132825.0,
8345,875000.0,
441,196000.0,[862131.5]
2578,1237500.0,[818784.125]
21562,422000.0,
121,391500.0,[496172.125]
21364,419500.0,
10029,517500.0,
20450,731500.0,
11653,434000.0,
670,460000.0,[453822.78125]
3167,700000.0,[313274.875]
2009,485000.0,[394750.59375]
5667,1200000.0,[526597.0625]
4682,690000.0,[709114.6875]
13661,785000.0,
13465,450000.0,
15196,550000.0,
13155,456000.0,
11562,335000.0,
16522,710000.0,
18693,250000.0,
13832,575000.0,
1876,850000.0,[596905.8125]
14829,840000.0,
11366,325000.0,
9005,431000.0,
13095,666570.0,
3607,502500.0,[312096.9375]
16612,229000.0,
10477,292000.0,
18341,451000.0,
3376,625000.0,[970795.3125]
10434,294950.0,
5735,990400.0,[479470.6875]
20066,769900.0,
18826,760000.0,
14482,425000.0,
19477,278000.0,
16154,456000.0,
21076,544000.0,
3773,899000.0,[924459.1875]
19480,885000.0,
484,1385000.0,[848374.3125]
13901,593777.0,
11916,239900.0,
11459,561000.0,
13378,810000.0,
20347,235000.0,
6577,908800.0,
8172,698000.0,
12739,320000.0,
9793,675000.0,
18306,440000.0,
20636,305000.0,
19182,279000.0,
19823,2320000.0,
17640,957000.0,
16165,496000.0,
12132,375000.0,
20555,379500.0,
18711,215000.0,
20657,379900.0,
15319,605000.0,
14938,450000.0,
6856,525000.0,
1111,275000.0,[364483.625]
17512,386100.0,
9787,202000.0,
8935,285000.0,
13575,279000.0,
14694,282000.0,
17031,385000.0,
18010,742000.0,
10556,440000.0,
5190,772650.0,[433222.90625]
4704,430000.0,[325332.8125]
12285,480000.0,
1300,588000.0,[186539.46875]
13353,315000.0,
8169,630000.0,
14164,368000.0,
15638,359000.0,
20354,367899.0,
7616,775000.0,
15573,525000.0,
11733,295000.0,
2767,549950.0,[340827.21875]
9668,643403.0,
3502,389000.0,[395028.03125]
10669,245000.0,
18616,377000.0,
11327,313000.0,
10541,1165000.0,
155,215000.0,[426869.8125]
15026,439000.0,
18349,570000.0,
7792,225000.0,
4215,291500.0,[352525.1875]
12581,478000.0,
8209,621500.0,
9691,601000.0,
20774,479950.0,
19295,650000.0,
18363,622500.0,
12890,400000.0,
4014,820000.0,[226798.671875]
9682,415000.0,
10054,620000.0,
15190,431000.0,
15703,465000.0,
13320,685000.0,
3601,889000.0,[566216.4375]
14946,396000.0,
3584,330000.0,[647815.1875]
14952,295000.0,
21485,1720000.0,
5938,515000.0,[423061.875]
16820,280500.0,
17056,550000.0,
2638,246500.0,[337717.34375]
21203,461100.0,
1905,548800.0,[257085.296875]
2917,372000.0,[442250.875]
786,500000.0,[613585.375]
16415,595000.0,
1530,1250000.0,[439208.46875]
4559,1260000.0,[589730.4375]
235,1025000.0,[355616.5]
11101,305000.0,
7376,295000.0,
1419,350000.0,[739526.125]
2778,560000.0,[573912.8125]
959,378000.0,[742776.9375]
2415,335000.0,[358472.8125]
14311,250000.0,
16493,699850.0,
2525,549000.0,[408946.1875]
3992,525000.0,[401575.84375]
20754,790000.0,
8195,955000.0,
14139,2110000.0,
2206,250000.0,[437635.25]
1100,1570000.0,[414026.1875]
1839,249000.0,[258392.59375]
11256,199950.0,
6732,696000.0,
17089,780000.0,
7706,569000.0,
15958,478000.0,
13678,300000.0,
9033,770000.0,
8979,540000.0,
4370,490000.0,[506892.03125]
3964,364950.0,[553334.4375]
12669,335000.0,
16982,539950.0,
20970,355000.0,
20509,382000.0,
12565,213800.0,
9266,347000.0,
4953,278000.0,[479183.5]
1661,331500.0,[478914.875]
6957,210500.0,
10831,819000.0,
6348,440000.0,[313395.3125]
9902,858450.0,
5213,368000.0,[907095.3125]
10582,730000.0,
5631,720000.0,[232271.71875]
10825,515700.0,
4781,717000.0,[548617.3125]
8700,330000.0,
11471,1180000.0,
13969,625000.0,
13859,329900.0,
13743,810000.0,
18784,419000.0,
3083,200000.0,[797338.6875]
14556,2888000.0,
21245,349950.0,
3446,199000.0,[989469.375]
5229,760000.0,[400689.625]
15993,762450.0,
14874,234950.0,
555,725000.0,[546324.5]
7162,515000.0,
15718,480000.0,
18722,1225000.0,
5850,1525000.0,[1402034.875]
3973,276000.0,[387549.9375]
7568,621000.0,
13781,585000.0,
12462,815000.0,
9463,398500.0,
792,1355000.0,[429796.71875]
3405,515000.0,[432124.09375]
544,375000.0,[720335.5625]
19489,540000.0,
3393,405000.0,[652481.5625]
1287,364808.0,[1881833.75]
3433,550000.0,[340750.6875]
12360,488500.0,
5638,392000.0,[338602.59375]
8922,275000.0,
6598,370000.0,
21522,462500.0,
10405,1375000.0,
18983,237500.0,
12525,840500.0,
4440,225000.0,[704520.5]
13535,249900.0,
21152,450000.0,
15278,765000.0,
12704,561500.0,
16515,885000.0,
9881,738000.0,
18638,517000.0,
5733,550000.0,[897437.1875]
19864,435000.0,
5233,545500.0,[659639.4375]
16598,635700.0,
20691,499950.0,
11743,485000.0,
5738,265000.0,[1078536.375]
9111,333000.0,
5860,473000.0,[432066.0]
7791,440000.0,
6561,1337500.0,
10662,300000.0,
17139,535000.0,
20445,366750.0,
4761,624000.0,[543644.4375]
8359,459000.0,
13825,257000.0,
2768,678000.0,[692589.375]
18143,490000.0,
20118,290000.0,
2713,1110000.0,[292233.78125]
3265,218000.0,[592779.3125]
14468,307000.0,
3638,206000.0,[558867.75]
7054,465000.0,
9606,608000.0,
6940,225000.0,
1630,180500.0,[589643.1875]
10091,840000.0,
7560,679000.0,
8585,365000.0,
4612,240000.0,[356516.1875]
5217,278500.0,[638844.5]
18284,280000.0,
18073,915557.0,
6542,544900.0,
5238,600000.0,[352504.625]
2220,257000.0,[443578.1875]
14680,295000.0,
17633,776000.0,
1236,270000.0,[546066.875]
3236,374950.0,[707305.3125]
13067,252000.0,
6731,319000.0,
7126,499950.0,
19704,532000.0,
14014,230000.0,
8228,342888.0,
12498,627250.0,
10842,995000.0,
284,330000.0,[3974602.75]
12769,415000.0,
7598,539950.0,
11716,319950.0,
7834,575000.0,
3498,690000.0,[214606.5625]
8679,895000.0,
15792,268300.0,
1966,725000.0,[516638.1875]
81,360000.0,[445402.96875]
5266,605000.0,[736764.125]
14902,600000.0,
178,269950.0,[1582096.875]
7237,674725.0,
7189,280000.0,
14594,706000.0,
15467,1220000.0,
8606,533050.0,
4758,975000.0,[1661284.125]
3602,375000.0,[331591.8125]
4444,705000.0,[413046.96875]
5485,255000.0,[452306.40625]
2114,264950.0,[240406.453125]
13706,600000.0,
3255,418000.0,[550113.1875]
15768,1256500.0,
20048,895000.0,
17411,648752.0,
4996,322400.0,[390351.25]
8630,190000.0,
6519,199500.0,
17731,425000.0,
18649,550000.0,
7040,190000.0,
16452,600000.0,
17719,572500.0,
14655,620000.0,
3624,650000.0,[295781.5625]
14255,1225000.0,
9990,530000.0,
10508,465000.0,
5085,469950.0,[691191.9375]
7806,222000.0,
10766,1308000.0,
17561,833000.0,
16454,760000.0,
3315,294000.0,[306684.6875]
11706,265000.0,
20928,287000.0,
15060,1050000.0,
19628,504200.0,
14308,1800000.0,
15336,276000.0,
2166,265000.0,[683692.5625]
16582,1350000.0,
14643,592500.0,
3075,650000.0,[290479.6875]
5960,620000.0,[540120.3125]
11702,250000.0,
10733,612500.0,
10896,735000.0,
12368,336500.0,
15277,772500.0,
18127,765000.0,
4820,349000.0,[519082.5625]
14632,267000.0,
2471,550000.0,[502643.40625]
266,285000.0,[560838.5]
20880,565000.0,
11062,570000.0,
2766,645000.0,[416795.125]
8071,560000.0,
11820,670000.0,
20035,527500.0,
18095,718000.0,
12981,280000.0,
18205,355000.0,
5590,725000.0,[258028.53125]
9815,225000.0,
5310,390000.0,[264508.75]
8713,427550.0,
12463,795000.0,
7691,320000.0,
17601,970000.0,
6122,420550.0,[242172.453125]
813,625000.0,[346154.5]
6684,505000.0,
10691,460000.0,
1482,504750.0,[322565.5625]
8681,270000.0,
14015,681000.0,
7410,360000.0,
21024,870000.0,
8229,555000.0,
20456,319000.0,
15540,135000.0,
16422,427000.0,
6690,620000.0,
4347,240415.0,[718135.0]
13986,626000.0,
20835,533500.0,
3996,318700.0,[382631.6875]
8707,590000.0,
4147,550500.0,[733062.9375]
14608,406000.0,
15645,267000.0,
9168,353000.0,
10239,257000.0,
8800,306950.0,
11541,677500.0,
8527,610000.0,
7284,506000.0,
11165,850000.0,
16156,445000.0,
835,324500.0,[566218.0625]
13371,664000.0,
9830,425000.0,
16822,381000.0,
14037,1075000.0,
15519,242000.0,
4274,858000.0,[492867.90625]
10914,463000.0,
10395,518000.0,
2957,415000.0,[364509.375]
11159,575000.0,
9777,289275.0,
10566,502000.0,
19607,689000.0,
17069,568000.0,
11934,1210000.0,
119,535000.0,[617800.4375]
2497,300000.0,[292168.25]
16809,449000.0,
3614,464000.0,[1146085.375]
4648,380000.0,[447779.0625]
16323,575950.0,
10921,725000.0,
5170,395000.0,[844068.5]
3002,669500.0,[629265.75]
7727,152000.0,
16568,440000.0,
12500,162000.0,
14584,410000.0,
4525,320000.0,[481814.40625]
10496,397000.0,
7330,1245000.0,
11464,279900.0,
12917,226000.0,
18760,400000.0,
2496,280000.0,[1023729.3125]
4019,346150.0,[290147.125]
16299,1057000.0,
16890,440000.0,
12056,317000.0,
17296,400000.0,
788,232500.0,[566614.0]
15856,539000.0,
1548,150000.0,[491272.625]
237,410000.0,[488230.375]
10585,95000.0,
3428,297500.0,[545167.0625]
896,980000.0,[916584.9375]
4171,245000.0,[939667.0]
2380,363000.0,[580118.1875]
10954,875000.0,
6461,313300.0,[1088602.25]
8242,675000.0,
3532,548500.0,[1711507.625]
15578,369950.0,
19248,270000.0,
6022,390000.0,[347513.5]
5336,559000.0,[335935.90625]
11117,465000.0,
2446,1126000.0,[1557773.125]
129,430000.0,[431499.875]
7852,613200.0,
19779,672500.0,
7718,216000.0,
9586,563250.0,
14134,459000.0,
13328,280000.0,
4209,825000.0,[524197.09375]
20271,349990.0,
12983,490000.0,
9288,195000.0,
15598,383000.0,
7832,469000.0,
19717,543000.0,
876,147500.0,[686296.125]
7468,415000.0,
2837,490000.0,[346263.4375]
12111,315000.0,
2804,195000.0,[516265.125]
3924,1495000.0,[903214.25]
7430,583000.0,
3540,175000.0,[446670.21875]
16276,300000.0,
10330,500000.0,
3014,219950.0,[1266589.75]
21594,350000.0,
8459,460000.0,
5962,796000.0,[567642.1875]
2836,1324050.0,[244193.625]
20177,261950.0,
21377,403000.0,
1429,354000.0,[547457.1875]
2975,427000.0,[509443.84375]
2722,410000.0,[288393.75]
16805,1017100.0,
7951,585000.0,
16431,688000.0,
3230,511718.0,[287215.28125]
16485,319950.0,
16313,280000.0,
19905,500000.0,
3114,483500.0,[753344.0625]
2132,250000.0,[436463.6875]
14245,489900.0,
11337,205000.0,
18662,454000.0,
11302,345000.0,
5789,415000.0,[463028.125]
18396,259000.0,
19974,689500.0,
10983,178000.0,
104,290000.0,[322645.1875]
18327,1265000.0,
19220,640000.0,
6755,350000.0,
1373,830000.0,[563254.25]
1311,225000.0,[450852.53125]
12475,645000.0,
46,210490.0,[1323000.375]
17797,270000.0,
6107,555000.0,[1636531.625]
4899,325000.0,[324329.3125]
16258,2328000.0,
5156,515000.0,[474104.8125]
8744,490000.0,
9362,510000.0,
3005,228800.0,[457490.875]
11616,395000.0,
2791,280000.0,[762248.5]
16222,439000.0,
17585,770000.0,
16440,667400.0,
2001,280000.0,[541176.375]
6522,527000.0,
3970,122000.0,[529167.1875]
6973,215000.0,
18671,383000.0,
7133,445000.0,
3077,203000.0,[4328301.0]
13519,135000.0,
787,460000.0,[747137.5625]
7267,469500.0,
1906,315000.0,[394770.65625]
6824,220000.0,
3187,1400000.0,[334423.125]
10036,560000.0,
12622,518000.0,
8859,453500.0,
7859,570000.0,
9112,1360000.0,
5924,575000.0,[550404.9375]
15163,412000.0,
705,325000.0,[536895.9375]
2447,200000.0,[178954.5625]
18308,250000.0,
7078,481000.0,
3309,426000.0,[393731.0]
891,1010000.0,[241110.796875]
10628,455500.0,
10113,289659.0,
13311,527950.0,
194,230000.0,[243791.1875]
3399,650000.0,[354078.625]
2740,1150000.0,[587973.4375]
19953,260000.0,
5292,294950.0,[1192935.875]
17521,1200000.0,
14840,1070000.0,
5944,387000.0,[588718.5625]
14914,437500.0,
7892,243000.0,
7927,659000.0,
21560,540000.0,
17392,179950.0,
10907,650500.0,
5361,554000.0,[971390.5]
19549,419950.0,
19356,454000.0,
12024,589000.0,
21028,255000.0,
10615,652000.0,
17123,180000.0,
17885,645000.0,
10488,460000.0,
12549,381800.0,
13612,459000.0,
13093,425000.0,
20187,462550.0,
67,287000.0,[311589.09375]
1168,290000.0,[639478.6875]
17580,90000.0,
15183,376000.0,
19955,570000.0,
2818,1385000.0,[455540.4375]
2564,1620000.0,[271648.28125]
18180,542500.0,
10769,720000.0,
21001,782900.0,
16425,340000.0,
11188,442250.0,
7563,562000.0,
7390,879000.0,
1556,307500.0,[741896.1875]
8837,360000.0,
6638,735000.0,
13797,535000.0,
7089,281500.0,
17620,315000.0,
15079,288000.0,
14257,295000.0,
18267,385000.0,
20707,380000.0,
3249,625000.0,[1112773.125]
19219,539950.0,
15315,275000.0,
21513,505000.0,
16910,735000.0,
17948,599950.0,
4905,186000.0,[3470750.75]
12327,499000.0,
4610,245000.0,[565406.1875]
10015,255000.0,
603,460000.0,[476129.5625]
2117,339900.0,[392878.8125]
9021,440000.0,
1302,285000.0,[272993.4375]
18843,481000.0,
4807,437500.0,[1182780.25]
17995,1990000.0,
13683,550000.0,
8852,291000.0,
15400,861000.0,
16672,496000.0,
5559,539950.0,[735234.3125]
16171,960000.0,
9118,216180.0,
16899,265000.0,
2537,419950.0,[571605.3125]
21204,1061600.0,
17686,750000.0,
19129,430000.0,
736,588000.0,[933089.1875]
5398,760000.0,[705409.25]
11163,608000.0,
21577,579000.0,
13738,252000.0,
11644,948000.0,
14557,350000.0,
19852,330000.0,
20457,950000.0,
19261,320000.0,
1867,365000.0,[255225.21875]
9553,1795000.0,
4603,305000.0,[481108.125]
10263,2700000.0,
805,500000.0,[472183.28125]
10363,375000.0,
13375,450000.0,
3202,255000.0,[531600.1875]
4452,490000.0,[1042830.9375]
8387,1014250.0,
7962,420000.0,
19674,386180.0,
17195,735000.0,
21323,1500000.0,
17141,655000.0,
18457,469000.0,
9701,174500.0,
21177,663000.0,
16888,995000.0,
1288,320000.0,[313521.71875]
11699,191950.0,
2244,510000.0,[540829.375]
20586,653500.0,
16516,360000.0,
17393,440000.0,
11255,150000.0,
6384,437000.0,[704410.5625]
6515,255000.0,
12017,936000.0,
10838,435000.0,
7332,280000.0,
13878,499950.0,
2959,378000.0,[218050.75]
5237,375000.0,[453984.0]
13037,435000.0,
16960,499950.0,
5847,565000.0,[271093.5]
8600,310000.0,
6473,503500.0,[575103.4375]
4596,345000.0,[433666.1875]
6936,315000.0,
8385,751000.0,
5356,710000.0,[356769.5]
8817,465000.0,
1803,1135000.0,[441147.3125]
245,363000.0,[260354.640625]
1219,307000.0,[2224472.25]
13038,500000.0,
172,313000.0,[458534.6875]
682,609900.0,[428237.9375]
4691,423000.0,[705851.3125]
2028,380000.0,[510422.875]
9402,1090000.0,
6785,585000.0,
20666,914154.0,
16181,255544.0,
15557,230000.0,
6087,657500.0,[249497.796875]
13179,375000.0,
2933,276000.0,[584665.0]
17868,283700.0,
16160,365000.0,
20368,805000.0,
11271,600000.0,
17577,475000.0,
7844,1646000.0,
13696,240000.0,
17532,500000.0,
25,233000.0,[800018.8125]
21526,290000.0,
17249,640000.0,
7682,345000.0,
14039,622000.0,
3722,775000.0,[418048.125]
17747,261500.0,
5000,519000.0,[378042.375]
3358,304000.0,[244432.484375]
19437,289950.0,
5573,181000.0,[366254.3125]
11648,250000.0,
11821,315000.0,
980,280000.0,[702586.0625]
7869,231200.0,
19260,1000000.0,
7386,450000.0,
11739,126000.0,
20458,1267500.0,
17225,624950.0,
12852,310000.0,
14864,575000.0,
200,210000.0,[291272.375]
20580,289000.0,
15004,233000.0,
1472,519500.0,[323952.75]
11185,485000.0,
2552,313000.0,[190666.375]
3183,440000.0,[326412.84375]
10039,325000.0,
21300,453000.0,
12175,490000.0,
18007,458000.0,
13690,427000.0,
7732,299800.0,
5822,207000.0,[740088.6875]
21038,370000.0,
8236,415000.0,
16059,530000.0,
5775,730000.0,[418339.3125]
10713,655000.0,
18204,818000.0,
20946,280000.0,
19345,820000.0,
2000,470450.0,[319877.0]
19079,443000.0,
9245,570000.0,
3999,420000.0,[496415.25]
2650,259000.0,[436221.78125]
20641,384950.0,
19736,1680000.0,
11527,505000.0,
11714,489950.0,
4117,340000.0,[400394.5625]
6627,204900.0,
20291,316475.0,
3139,473000.0,[184171.328125]
1475,515000.0,[559434.9375]
15442,195000.0,
18067,435000.0,
9516,265000.0,
741,459000.0,[425170.6875]
3414,280000.0,[180797.5]
17579,415000.0,
5257,690000.0,[769228.1875]
4978,210000.0,[1481172.25]
15076,358800.0,
5852,899000.0,[329396.125]
1823,607000.0,[353273.03125]
3900,330000.0,[680650.8125]
20979,399900.0,
2909,476000.0,[537924.4375]
3918,825000.0,[407378.1875]
4940,266500.0,[405387.375]
14087,282500.0,
14508,239900.0,
1495,495000.0,[616930.3125]
10571,480000.0,
1436,480000.0,[642117.4375]
4413,1150000.0,[505330.8125]
7052,920000.0,
6269,670000.0,[247113.375]
20785,399963.0,
901,800000.0,[851638.0625]
6803,135000.0,
497,299000.0,[483337.71875]
5159,420000.0,[1036111.1875]
21226,235000.0,
7878,205000.0,
6371,842500.0,[274027.8125]
12731,575000.0,
15351,290000.0,
3105,650000.0,[1093409.875]
16572,420000.0,
5919,855000.0,[934758.4375]
7908,329000.0,
12081,597000.0,
21495,534950.0,
2592,620000.0,[263506.1875]
4264,235000.0,[630018.625]
18177,590000.0,
7925,537000.0,
4288,183000.0,[540950.3125]
18782,1268890.0,
7041,430000.0,
16114,427000.0,
2470,700000.0,[471645.90625]
16169,310000.0,
5439,1250000.0,[433599.6875]
19058,450000.0,
13580,520000.0,
5056,339000.0,[439116.6875]
10400,399000.0,
3485,119900.0,[495719.4375]
10205,221900.0,
5970,325900.0,[484661.5]
7001,560000.0,
957,323000.0,[377241.375]
7812,280000.0,
11259,950000.0,
18016,340000.0,
15815,322000.0,
14703,1080000.0,
20113,392137.0,
3693,659000.0,[837557.5625]
6188,675000.0,[286995.40625]
19610,500000.0,
9732,550000.0,
7653,830000.0,
9944,749500.0,
18089,343500.0,
9128,862500.0,
10332,247800.0,
19590,275500.0,
14606,395000.0,
8388,575000.0,
15001,525000.0,
68,204000.0,[709825.3125]
10154,310000.0,
13057,110000.0,
17981,430000.0,
5646,720000.0,[942059.1875]
8416,225800.0,
19440,324950.0,
10685,350000.0,
10722,500000.0,
11747,495000.0,
16086,325000.0,
15306,358000.0,
11981,980000.0,
642,595000.0,[519560.6875]
10429,640000.0,
6792,560000.0,
